SYMBOL,EXPIRY_01,EXPIRY_02,EXPIRY_03,EXPIRY_04,EXPIRY_05,EXPIRY_06,EXPIRY_07,EXPIRY_08,EXPIRY_09,TIMESTAMP,EXPIRY_10,EXPIRY_11,EXPIRY_12,EXPIRY_13,EXPIRY_14,EXPIRY_15,EXPIRY_16,EXPIRY_17,EXPIRY_18,EXPIRY_19,EXPIRY_20,EXPIRY_21
FINNIFTY,40.0,40.0,40.0,40.0,40.0,40.0,40.0,,,2023-08-04,,,,,,,,,,,,
MIDCPNIFTY,75.0,75.0,,,,,,,,2023-08-04,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2023-08-04,50.0,50.0,50.0,50.0,,,,,,,,
BANKNIFTY,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,,2023-08-07,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,40.0,40.0,40.0,40.0,,,2023-08-07,,,,,,,,,,,,
MIDCPNIFTY,75.0,75.0,,,,,,,,2023-08-07,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2023-08-07,50.0,50.0,50.0,50.0,,,,,,,,
BANKNIFTY,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,,2023-08-08,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,40.0,40.0,,,,,2023-08-08,,,,,,,,,,,,
MIDCPNIFTY,75.0,75.0,,,,,,,,2023-08-08,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2023-08-08,50.0,50.0,50.0,50.0,,,,,,,,
BANKNIFTY,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,,2023-08-09,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,40.0,,,,,,2023-08-09,,,,,,,,,,,,
MIDCPNIFTY,75.0,75.0,75.0,,,,,,,2023-08-09,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2023-08-09,50.0,50.0,50.0,50.0,50.0,,,,,,,
BANKNIFTY,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,,2023-08-10,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,,,,,,,2023-08-10,,,,,,,,,,,,
MIDCPNIFTY,75.0,75.0,75.0,,,,,,,2023-08-10,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2023-08-10,50.0,50.0,50.0,50.0,,,,,,,,
BANKNIFTY,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,,2023-08-11,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,40.0,40.0,,,,,2023-08-11,,,,,,,,,,,,
MIDCPNIFTY,75.0,75.0,75.0,,,,,,,2023-08-11,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2023-08-11,50.0,50.0,50.0,50.0,,,,,,,,
BANKNIFTY,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,2023-08-14,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,40.0,40.0,,,,,2023-08-14,,,,,,,,,,,,
MIDCPNIFTY,75.0,75.0,75.0,,,,,,,2023-08-14,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2023-08-14,50.0,50.0,50.0,50.0,,,,,,,,
BANKNIFTY,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,,2023-08-16,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,40.0,40.0,,,,,2023-08-16,,,,,,,,,,,,
MIDCPNIFTY,75.0,75.0,75.0,75.0,,,,,,2023-08-16,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2023-08-16,50.0,50.0,50.0,50.0,,,,,,,,
BANKNIFTY,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,2023-08-17,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,40.0,40.0,,,,,2023-08-17,,,,,,,,,,,,
MIDCPNIFTY,75.0,75.0,75.0,,,,,,,2023-08-17,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2023-08-17,50.0,50.0,50.0,50.0,,,,,,,,
BANKNIFTY,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,2023-08-18,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,40.0,,,,,,2023-08-18,,,,,,,,,,,,
MIDCPNIFTY,75.0,75.0,75.0,,,,,,,2023-08-18,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2023-08-18,50.0,50.0,50.0,,,,,,,,,
BANKNIFTY,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,,2023-08-21,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,40.0,40.0,40.0,,,,2023-08-21,,,,,,,,,,,,
MIDCPNIFTY,75.0,75.0,75.0,,,,,,,2023-08-21,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2023-08-21,50.0,50.0,50.0,,,,,,,,,
BANKNIFTY,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,2023-08-22,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,40.0,40.0,40.0,,,,2023-08-22,,,,,,,,,,,,
MIDCPNIFTY,75.0,75.0,75.0,,,,,,,2023-08-22,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2023-08-22,50.0,50.0,50.0,50.0,,,,,,,,
BANKNIFTY,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,,2023-08-23,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,40.0,40.0,40.0,,,,2023-08-23,,,,,,,,,,,,
MIDCPNIFTY,75.0,75.0,75.0,75.0,75.0,,,,,2023-08-23,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2023-08-23,50.0,50.0,50.0,50.0,,,,,,,,
BANKNIFTY,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,,2023-08-24,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,40.0,40.0,40.0,,,,2023-08-24,,,,,,,,,,,,
MIDCPNIFTY,75.0,75.0,75.0,,,,,,,2023-08-24,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2023-08-24,50.0,50.0,50.0,50.0,,,,,,,,
BANKNIFTY,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,,2023-08-25,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,40.0,40.0,40.0,,,,2023-08-25,,,,,,,,,,,,
MIDCPNIFTY,75.0,75.0,75.0,,,,,,,2023-08-25,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2023-08-25,50.0,50.0,50.0,50.0,,,,,,,,
BANKNIFTY,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,,2023-08-28,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,40.0,40.0,,,,,2023-08-28,,,,,,,,,,,,
MIDCPNIFTY,75.0,75.0,75.0,75.0,,,,,,2023-08-28,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2023-08-28,50.0,50.0,50.0,,,,,,,,,
BANKNIFTY,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,,2023-08-29,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,40.0,40.0,40.0,,,,2023-08-29,,,,,,,,,,,,
MIDCPNIFTY,75.0,75.0,75.0,,,,,,,2023-08-29,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2023-08-29,50.0,50.0,50.0,50.0,,,,,,,,
BANKNIFTY,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,2023-08-30,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,40.0,40.0,,,,,2023-08-30,,,,,,,,,,,,
MIDCPNIFTY,75.0,75.0,75.0,75.0,75.0,,,,,2023-08-30,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2023-08-30,50.0,50.0,50.0,50.0,,,,,,,,
BANKNIFTY,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,2023-08-31,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,40.0,40.0,40.0,40.0,,,2023-08-31,,,,,,,,,,,,
MIDCPNIFTY,75.0,75.0,75.0,,,,,,,2023-08-31,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2023-08-31,50.0,50.0,50.0,50.0,,,,,,,,
BANKNIFTY,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,2023-09-01,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,40.0,40.0,,,,,2023-09-01,,,,,,,,,,,,
MIDCPNIFTY,75.0,75.0,75.0,75.0,75.0,75.0,,,,2023-09-01,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2023-09-01,50.0,50.0,50.0,50.0,,,,,,,,
BANKNIFTY,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,,2023-09-04,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,40.0,40.0,40.0,,,,2023-09-04,,,,,,,,,,,,
MIDCPNIFTY,75.0,75.0,75.0,75.0,75.0,,,,,2023-09-04,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2023-09-04,50.0,50.0,50.0,50.0,,,,,,,,
BANKNIFTY,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,,2023-09-05,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,40.0,40.0,,,,,2023-09-05,,,,,,,,,,,,
MIDCPNIFTY,75.0,75.0,75.0,75.0,75.0,,,,,2023-09-05,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2023-09-05,50.0,50.0,50.0,50.0,,,,,,,,
BANKNIFTY,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,,2023-09-06,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,,,,,,,2023-09-06,,,,,,,,,,,,
MIDCPNIFTY,75.0,75.0,75.0,,,,,,,2023-09-06,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2023-09-06,50.0,50.0,50.0,,,,,,,,,
BANKNIFTY,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,,2023-09-07,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,40.0,,,,,,2023-09-07,,,,,,,,,,,,
MIDCPNIFTY,75.0,75.0,75.0,75.0,,,,,,2023-09-07,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2023-09-07,50.0,50.0,50.0,50.0,,,,,,,,
BANKNIFTY,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,2023-09-08,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,40.0,40.0,,,,,2023-09-08,,,,,,,,,,,,
MIDCPNIFTY,75.0,75.0,75.0,75.0,75.0,,,,,2023-09-08,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2023-09-08,50.0,50.0,50.0,50.0,50.0,,,,,,,
BANKNIFTY,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,2023-09-11,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,40.0,40.0,,,,,2023-09-11,,,,,,,,,,,,
MIDCPNIFTY,75.0,75.0,75.0,75.0,75.0,75.0,,,,2023-09-11,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2023-09-11,50.0,50.0,50.0,50.0,,,,,,,,
BANKNIFTY,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,,2023-09-12,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,40.0,40.0,40.0,40.0,,,2023-09-12,,,,,,,,,,,,
MIDCPNIFTY,75.0,75.0,75.0,75.0,,,,,,2023-09-12,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2023-09-12,50.0,50.0,50.0,50.0,50.0,,,,,,,
BANKNIFTY,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,2023-09-13,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,40.0,40.0,40.0,,,,2023-09-13,,,,,,,,,,,,
MIDCPNIFTY,75.0,75.0,75.0,75.0,75.0,,,,,2023-09-13,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2023-09-13,50.0,50.0,50.0,50.0,50.0,,,,,,,
BANKNIFTY,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,2023-09-14,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,40.0,40.0,40.0,40.0,,,2023-09-14,,,,,,,,,,,,
MIDCPNIFTY,75.0,75.0,75.0,75.0,,,,,,2023-09-14,,,,,,,,,,,,
NIFTY,50.0,56.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2023-09-14,50.0,50.0,50.0,50.0,50.0,,,,,,,
BANKNIFTY,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,2023-09-15,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,40.0,40.0,40.0,40.0,,,2023-09-15,,,,,,,,,,,,
MIDCPNIFTY,75.0,75.0,75.0,75.0,75.0,,,,,2023-09-15,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2023-09-15,50.0,50.0,50.0,,,,,,,,,
BANKNIFTY,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,,2023-09-18,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,40.0,40.0,40.0,40.0,,,2023-09-18,,,,,,,,,,,,
MIDCPNIFTY,75.0,75.0,75.0,75.0,75.0,75.0,,,,2023-09-18,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2023-09-18,50.0,50.0,50.0,50.0,,,,,,,,
BANKNIFTY,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,2023-09-20,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,40.0,40.0,40.0,,,,2023-09-20,,,,,,,,,,,,
MIDCPNIFTY,75.0,75.0,75.0,75.0,,,,,,2023-09-20,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2023-09-20,50.0,50.0,50.0,50.0,,,,,,,,
BANKNIFTY,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,2023-09-21,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,40.0,40.0,40.0,,,,2023-09-21,,,,,,,,,,,,
MIDCPNIFTY,75.0,75.0,75.0,75.0,75.0,,,,,2023-09-21,,,,,,,,,,,,
NIFTY,50.0,51.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2023-09-21,50.0,50.0,50.0,50.0,50.0,,,,,,,
BANKNIFTY,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,,2023-09-22,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,40.0,40.0,40.0,,,,2023-09-22,,,,,,,,,,,,
MIDCPNIFTY,75.0,75.0,75.0,75.0,75.0,,,,,2023-09-22,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2023-09-22,50.0,50.0,50.0,50.0,,,,,,,,
BANKNIFTY,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,2023-09-25,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,40.0,40.0,40.0,40.0,,,2023-09-25,,,,,,,,,,,,
MIDCPNIFTY,75.0,75.0,75.0,75.0,75.0,75.0,,,,2023-09-25,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2023-09-25,50.0,50.0,50.0,50.0,50.0,,,,,,,
BANKNIFTY,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,2023-09-26,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,40.0,40.0,40.0,40.0,,,2023-09-26,,,,,,,,,,,,
MIDCPNIFTY,75.0,75.0,75.0,75.0,75.0,,,,,2023-09-26,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2023-09-26,50.0,50.0,50.0,50.0,,,,,,,,
BANKNIFTY,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,2023-09-27,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,40.0,40.0,40.0,,,,2023-09-27,,,,,,,,,,,,
MIDCPNIFTY,75.0,75.0,75.0,75.0,,,,,,2023-09-27,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2023-09-27,50.0,50.0,50.0,,,,,,,,,
BANKNIFTY,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,2023-09-28,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,40.0,40.0,,,,,2023-09-28,,,,,,,,,,,,
MIDCPNIFTY,75.0,75.0,75.0,75.0,75.0,,,,,2023-09-28,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2023-09-28,50.0,50.0,50.0,50.0,,,,,,,,
BANKNIFTY,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,,2023-09-29,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,40.0,40.0,40.0,40.0,,,2023-09-29,,,,,,,,,,,,
MIDCPNIFTY,75.0,75.0,75.0,75.0,75.0,,,,,2023-09-29,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2023-09-29,50.0,50.0,,,,,,,,,,
BANKNIFTY,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,,2023-10-03,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,40.0,40.0,40.0,,,,2023-10-03,,,,,,,,,,,,
MIDCPNIFTY,75.0,75.0,75.0,75.0,,,,,,2023-10-03,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2023-10-03,50.0,50.0,50.0,,,,,,,,,
BANKNIFTY,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,,2023-10-04,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,40.0,40.0,,,,,2023-10-04,,,,,,,,,,,,
MIDCPNIFTY,75.0,75.0,75.0,75.0,,,,,,2023-10-04,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2023-10-04,50.0,50.0,50.0,,,,,,,,,
BANKNIFTY,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,,2023-10-05,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,40.0,,,,,,2023-10-05,,,,,,,,,,,,
MIDCPNIFTY,75.0,75.0,75.0,75.0,,,,,,2023-10-05,,,,,,,,,,,,
NIFTY,50.0,62.0,55.0,50.0,50.0,50.0,50.0,50.0,50.0,2023-10-05,50.0,50.0,50.0,50.0,,,,,,,,
BANKNIFTY,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,,2023-10-06,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,40.0,40.0,40.0,,,,2023-10-06,,,,,,,,,,,,
MIDCPNIFTY,75.0,75.0,75.0,75.0,75.0,,,,,2023-10-06,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2023-10-06,50.0,50.0,50.0,,,,,,,,,
BANKNIFTY,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,,2023-10-09,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,40.0,,,,,,2023-10-09,,,,,,,,,,,,
MIDCPNIFTY,75.0,75.0,75.0,75.0,75.0,,,,,2023-10-09,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2023-10-09,50.0,50.0,50.0,,,,,,,,,
BANKNIFTY,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,,2023-10-10,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,40.0,40.0,,,,,2023-10-10,,,,,,,,,,,,
MIDCPNIFTY,75.0,75.0,75.0,,,,,,,2023-10-10,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2023-10-10,50.0,50.0,50.0,,,,,,,,,
BANKNIFTY,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,,2023-10-11,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,40.0,40.0,,,,,2023-10-11,,,,,,,,,,,,
MIDCPNIFTY,75.0,75.0,75.0,,,,,,,2023-10-11,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2023-10-11,50.0,50.0,50.0,50.0,,,,,,,,
BANKNIFTY,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,,2023-10-12,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,40.0,40.0,,,,,2023-10-12,,,,,,,,,,,,
MIDCPNIFTY,75.0,75.0,75.0,,,,,,,2023-10-12,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2023-10-12,50.0,50.0,50.0,,,,,,,,,
BANKNIFTY,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,,2023-10-13,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,40.0,40.0,,,,,2023-10-13,,,,,,,,,,,,
MIDCPNIFTY,75.0,75.0,75.0,,,,,,,2023-10-13,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2023-10-13,50.0,,,,,,,,,,,
BANKNIFTY,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,,2023-10-16,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,40.0,40.0,40.0,,,,2023-10-16,,,,,,,,,,,,
MIDCPNIFTY,75.0,75.0,75.0,75.0,75.0,,,,,2023-10-16,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2023-10-16,50.0,50.0,,,,,,,,,,
BANKNIFTY,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,,2023-10-17,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,40.0,40.0,40.0,,,,2023-10-17,,,,,,,,,,,,
MIDCPNIFTY,75.0,75.0,75.0,75.0,,,,,,2023-10-17,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2023-10-17,50.0,50.0,,,,,,,,,,
BANKNIFTY,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,,2023-10-18,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,40.0,40.0,,,,,2023-10-18,,,,,,,,,,,,
MIDCPNIFTY,75.0,75.0,75.0,75.0,,,,,,2023-10-18,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2023-10-18,50.0,50.0,,,,,,,,,,
BANKNIFTY,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,,2023-10-19,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,40.0,40.0,40.0,40.0,,,2023-10-19,,,,,,,,,,,,
MIDCPNIFTY,75.0,75.0,75.0,,,,,,,2023-10-19,,,,,,,,,,,,
NIFTY,50.0,54.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2023-10-19,50.0,50.0,50.0,,,,,,,,,
BANKNIFTY,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,,2023-10-20,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,40.0,40.0,,,,,2023-10-20,,,,,,,,,,,,
MIDCPNIFTY,75.0,75.0,75.0,,,,,,,2023-10-20,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2023-10-20,50.0,50.0,,,,,,,,,,
BANKNIFTY,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,,2023-10-23,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,40.0,40.0,40.0,40.0,,,2023-10-23,,,,,,,,,,,,
MIDCPNIFTY,75.0,75.0,75.0,75.0,75.0,,,,,2023-10-23,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2023-10-23,50.0,50.0,50.0,50.0,,,,,,,,
BANKNIFTY,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,,2023-10-25,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,40.0,40.0,40.0,,,,2023-10-25,,,,,,,,,,,,
MIDCPNIFTY,75.0,75.0,75.0,,,,,,,2023-10-25,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2023-10-25,50.0,50.0,50.0,50.0,,,,,,,,
BANKNIFTY,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,2023-10-26,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,40.0,40.0,40.0,,,,2023-10-26,,,,,,,,,,,,
MIDCPNIFTY,75.0,75.0,,,,,,,,2023-10-26,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2023-10-26,50.0,50.0,50.0,,,,,,,,,
BANKNIFTY,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,2023-10-27,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,40.0,40.0,40.0,,,,2023-10-27,,,,,,,,,,,,
MIDCPNIFTY,75.0,75.0,75.0,,,,,,,2023-10-27,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2023-10-27,50.0,50.0,50.0,,,,,,,,,
BANKNIFTY,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,2023-10-30,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,40.0,40.0,40.0,40.0,,,2023-10-30,,,,,,,,,,,,
MIDCPNIFTY,75.0,75.0,75.0,75.0,,,,,,2023-10-30,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2023-10-30,50.0,50.0,50.0,,,,,,,,,
BANKNIFTY,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,2023-10-31,,,,,,,,,,,,
